songid,excitedness,happiness,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,name,response_count,response_excitedness,response_happiness
6PwKRNfgdACRee1SO0SRRp,-6.176143730320429,1.6946046128500816,191550,8,1,4,0.0421,0.752,0.66,1.42e-05,0.384,-4.709,0.258,0.799,127.89,Mad bull,20,-6.176143730320429,1.6946046128500816
7hzlzoOwCZ4D3Ow5YZK4kj,-3.737358770142618,2.8838550247116967,179746,7,1,4,0.0944,0.754,0.653,0,0.383,-5.095,0.0611,0.379,123.084,Insomnia,20,-3.737358770142618,2.8838550247116967
5hgY9L6kK18vm7rK8Sx4oh,-2.379030304757291,1.2811113927258895,200307,3,1,4,0.525,0.616,0.474,0.19,0.348,-10.096,0.0338,0.918,130.554,A Signal from Mars,20,-2.379030304757291,1.2811113927258895
2J7GqrzmmJxVAoG0g3Mbof,-2.4904611965178733,3.8828253706754525,260560,5,1,3,0.163,0.54,0.578,0.121,0.255,-11.825,0.0393,0.495,160.052,Futurengine,20,-2.4904611965178733,3.8828253706754525
7v2yfaJ1RcMIW6zI2bjJW3,6.146138173735878,2.1227347611202645,271893,2,0,3,0.968,0.101,0.0712,0.962,0.109,-24.396,0.044,0.0391,89.266,Eventide,20,6.146138173735878,2.1227347611202645
44lepW264VGX7VgzwSzpk1,-4.709205408408964,-2.9434719934102147,229373,9,1,4,0.0922,0.643,0.731,0,0.597,-7.215,0.285,0.788,191.84,Odysseia,20,-4.709205408408964,-2.9434719934102147
4dSYWupeStIqSivFfWydA0,0.20503796999444424,-2.206136738056014,298655,9,1,4,0.789,0.484,0.309,8.95e-05,0.199,-11.807,0.0323,0.228,108.127,Ping Heng,20,0.20503796999444424,-2.206136738056014
2XU2O5hIjettCX0QhAtMfu,8.459899981478053,7.0613673805601325,127307,9,1,4,0.825,0.167,0.291,0.227,0.154,-13.586,0.0382,0.036,74.407,Saalik,20,8.459899981478053,7.0613673805601325
1pWvzDKzNtKZQQC3w1opIN,0.5717725504723095,5.547775947281714,304773,1,1,4,0.00639,0.552,0.904,0.886,0.0361,-7.131,0.0714,0.134,124.728,Beledi  4:4,20,0.5717725504723095,5.547775947281714
36KGP1dk6Pq4Vaalswving,-3.7162010058842805,0.5829299201622102,224903,5,1,4,0.0251,0.338,0.889,0,0.141,-3.08,0.0515,0.131,155.003,Rebirth,20,-3.7162010058842805,0.5829299201622102
10WobHNbDyqUBpSc2tfw8m,-4.177440266716058,-2.325061779242176,192000,0,0,4,0.0148,0.478,0.957,0.000351,0.309,-2.994,0.0451,0.278,149.992,Paradise lost,20,-4.177440266716058,-2.325061779242176
5r3aYGutXgsxSqB6W3RrzJ,-1.041859603630301,6.879736408566724,193481,1,1,4,0.0114,0.633,0.818,0,0.259,-5.437,0.0376,0.337,121.975,Sunlight,20,-1.041859603630301,6.879736408566724
29z6nESQsLBgtJkUXOJvGN,-3.847379144285979,2.3605848434925867,212040,6,1,4,0.226,0.744,0.397,0,0.124,-9.778,0.0296,0.289,109.841,From Here to There,20,-3.847379144285979,2.3605848434925867
3zysUO4G8PJisOJzIWaytS,-6.880798031381472,-4.455518945634268,226720,4,0,4,0.11,0.667,0.805,0,0.132,-3.449,0.24,0.385,184.117,Dezert,20,-6.880798031381472,-4.455518945634268
6rSC9yJJpQUyUJAOIFGHKe,8.878310798295981,1.6708196046128503,283853,5,0,4,0.0353,0.804,0.924,0.649,0.134,-8.915,0.0602,0.7,119.973,Zabudni na to,20,8.878310798295981,1.6708196046128503
2gVoH9HJVo1Ht0huKcdhtB,-5.717725504723097,2.3605848434925867,400773,2,1,4,0.00575,0.751,0.894,0.811,0.116,-6.568,0.0568,0.37,129.998,Lighting fly,20,-5.717725504723097,2.3605848434925867
7fCVp1safGDNIbEBODVVyG,-5.8827560659381355,1.7421746293245461,125280,4,0,4,0.162,0.739,0.757,0.856,0.0763,-12.392,0.0496,0.23,90.0,Ambi Crack,20,-5.8827560659381355,1.7421746293245461
4oPNN7syJYSjzDhRerF966,-4.874235969624005,-0.6125411861614505,430800,4,0,3,0.16,0.838,0.304,0.0257,0.0828,-9.975,0.0628,0.221,112.618,Untitled,20,-4.874235969624005,-0.6125411861614505
5xwv3ROqFwTWNPx7zNUODZ,1.0301907760696425,4.667730642504117,158407,6,1,4,0.0885,0.892,0.731,3.1e-05,0.121,-6.05,0.207,0.762,146.969,Push,20,1.0301907760696425,4.667730642504117
5JoWrdO89AWiAdpgbs2h0s,-6.707908872013335,4.16824546952224,250288,11,0,4,0.1,0.695,0.957,0,0.072,-2.173,0.183,0.705,125.996,African Dance,20,-6.707908872013335,4.16824546952224
2mqOYFXvkB2N9B4zDKHlgA,2.8088534913872945,4.192030477759474,56500,4,1,4,0.333,0.778,0.699,5.61e-06,0.467,-6.793,0.034,0.904,120.001,Monkey Party,20,2.8088534913872945,4.192030477759474
3wHIQCwavlWcsup4e0HLPu,1.298573809964808,7.735996705107083,342347,1,0,4,0.00419,0.549,0.67,0,0.441,-4.625,0.0649,0.387,114.904,Double trust,20,1.298573809964808,7.735996705107083
0R9bggshSv5dDUGcT8ibz4,3.8907205037970005,2.5270799011532126,254787,7,1,4,0.00142,0.552,0.803,0.836,0.174,-8.703,0.0474,0.657,120.027,Buy my pullovers,20,3.8907205037970005,2.5270799011532126
3MtaskYDcrlI7IotqoOLRg,4.27579181329876,0.790774299835254,703000,8,1,4,0.992,0.196,0.0605,0.887,0.409,-21.828,0.0449,0.0356,71.647,Wind Barber,20,4.27579181329876,0.790774299835254
3SUHoyKOmNCGp8B5Iv18IJ,-6.712140424865003,-0.32163223925991613,304876,6,0,4,0.00029,0.545,0.932,0.0429,0.307,-5.269,0.0404,0.413,135.067,Other Self,20,-6.712140424865003,-0.32163223925991613
1dTQhF5m2wB7ACiGPLNqwa,2.9005371365067596,7.973846787479406,62415,11,0,5,0.85,0.429,0.348,0.926,0.0948,-18.548,0.102,0.054,83.14,Never Look Away,20,2.9005371365067596,7.973846787479406
2iH0igbtIYSYcXB3bxkKE2,0.333395073161697,1.980024711696869,273167,5,0,4,0.427,0.627,0.762,0,0.6,-6.932,0.0527,0.216,93.014,Death and rain,20,0.333395073161697,1.980024711696869
6ugEf2gNpxchiUX46N2B8O,5.100944619373956,4.858010708401976,267733,11,1,4,0.144,0.925,0.879,5.77e-05,0.205,-2.156,0.453,0.653,139.414,2k1,20,5.100944619373956,4.858010708401976
38gPux5PW2pM5HYHjTP9ym,1.6186330802000373,1.482701812191103,219000,2,0,4,0.436,0.753,0.664,0,0.251,-8.931,0.323,0.65,159.934,Tokyo Story,20,1.6186330802000373,1.482701812191103
7o0FJ2VwqLinNkI6n4IGHW,7.4297092054084075,0.4102141680395379,229747,6,1,4,0.00377,0.598,0.861,1.27e-05,0.219,-5.125,0.0367,0.376,120.023,Free Energy ,20,7.4297092054084075,0.4102141680395379
1TkEWtBcGGo3iEryzHB7LG,2.0937210594554543,6.903521416803954,294256,7,1,4,0.928,0.644,0.324,0.963,0.0933,-21.811,0.0502,0.523,91.365,Soul Captain,20,2.0937210594554543,6.903521416803954
7cM9Kqto11iJpY2RwgVJSq,-4.507501389146138,0.1485790774299825,240013,1,0,4,0.26,0.812,0.472,0,0.285,-6.806,0.0603,0.457,92.951,Flare,20,-4.507501389146138,0.1485790774299825
2OHcxAYzEjAsuXFBNPRKUy,2.2037414335988137,4.382310543657329,387892,0,0,4,0.304,0.739,0.327,0.872,0.0717,-21.067,0.087,0.513,75.026,Cafe del Soul,20,2.2037414335988137,4.382310543657329
15rlNT2YQPrJhellZr6ulL,6.182811631783663,5.500205930807247,382160,0,1,4,0.406,0.642,0.845,0.0616,0.0845,-4.764,0.0711,0.77,124.999,Vibes of Comfort,20,6.182811631783663,5.500205930807247
6HHtTXPyBTJsLQT0y3afnm,-8.413224671235414,0.3388591433278413,255683,9,1,4,0.0235,0.522,0.677,0,0.195,-7.165,0.0831,0.215,135.906,Devil in Love,20,-8.413224671235414,0.3388591433278413
7xR6hQnqYOjpBu343MRMqa,-1.8486756806816071,0.19614909390444768,226933,10,0,4,0.00292,0.577,0.872,0.00827,0.346,-7.769,0.0457,0.777,150.066,Flying,20,-1.8486756806816071,0.19614909390444768
77XlfkvXtMwppbEU5sku97,4.713052274637754,1.6104422760106447,205387,11,0,4,0.0526,0.443,0.797,0,0.0997,-5.329,0.0351,0.521,123.428,Easter,20,4.713052274637754,1.6104422760106447
510UgVCpnUaQ5ACHW2J8gu,4.844230413039452,7.831136738056012,186062,10,0,4,0.155,0.717,0.741,0,0.133,-6.645,0.053,0.188,105.997,Frequencies,20,4.844230413039452,7.831136738056012
3LDefGtx6L0wV6u8zckjUu,-1.2068901648453416,3.02656507413509,211253,1,1,4,0.298,0.77,0.827,0.000357,0.199,-8.754,0.0369,0.888,109.058,Night to Remember,20,-1.2068901648453416,3.02656507413509
4iImBjNUUeG961DOIaqXen,-0.5817744026671606,-6.40527182866557,187924,5,0,4,0.12,0.699,0.656,0.848,0.133,-8.344,0.0341,0.831,106.047,Smooth Guitar,20,-0.5817744026671606,-6.40527182866557
0p34Y0tZFOvG3UpZQizOzv,3.078903500648268,3.2471169686985175,228690,3,0,4,0.0036,0.658,0.983,0.0189,0.0915,-2.021,0.0534,0.326,126.018,Viento,20,3.078903500648268,3.2471169686985175
4H0gta6IBb9vkE9En9qV6P,-4.507501389146138,2.5032948929159797,422747,0,1,4,3.18e-05,0.778,0.89,0.925,0.0607,-9.71,0.0686,0.558,141.876,Shura Remix (Deadpan Escapement vinyl only release),20,-4.507501389146138,2.5032948929159797
